		Sample ID	Filename	File Size	Release	Haplotype	AWS FASTA	Biosample Accession	Family ID	FASTA MD5	FASTA SHA-256	Population Abbreviation	Population Descriptor
		HG01928	HG01928_pat_hprc_r2_v1.0.1.fa.gz	865715420	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861660	PEL011	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01934	HG01934_mat_hprc_r2_v1.0.1.fa.gz	900597470	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237498	PEL013	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01934	HG01934_pat_hprc_r2_v1.0.1.fa.gz	866724830	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237498	PEL013	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01940	HG01940_mat_hprc_r2_v1.0.1.fa.gz	900846201	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz	SAMN37797101	PEL015	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01940	HG01940_pat_hprc_r2_v1.0.1.fa.gz	901817636	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz	SAMN37797101	PEL015	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01943	HG01943_mat_hprc_r2_v1.0.1.fa.gz	905160337	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237499	PEL016	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01943	HG01943_pat_hprc_r2_v1.0.1.fa.gz	864496529	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237499	PEL016	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01952	HG01952.maternal.f1_assembly_v2_genbank.fa.gz	874042914	1	maternal	s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/HG01952.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861661	PEL019	N/A	5b556ba7058119a135522443eac72f1a084772da2c42094b9f9ccde4e79589ce	PEL	Peruvian in Lima, Peru
		HG01952	HG01952_mat_hprc_r2_v1.0.1.fa.gz	900353334	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/HG01952_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861661	PEL019	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/HG01952_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01952	HG01952.paternal.f1_assembly_v2_genbank.fa.gz	836702742	1	paternal	s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/HG01952.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861661	PEL019	N/A	c6f0b80ab52d7c58c00fb4d59b46bb18569c00b3bf887a192f13052d4fcb106b	PEL	Peruvian in Lima, Peru
		HG01952	HG01952_pat_hprc_r2_v1.0.1.fa.gz	863440030	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/HG01952_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861661	PEL019	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/HG01952_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01960	HG01960_mat_hprc_r2_v1.0.1.fa.gz	901922552	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz	SAMN37797102	BB11	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	ACB	African Caribbean in Barbados
		HG01960	HG01960_pat_hprc_r2_v1.0.1.fa.gz	902766498	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz	SAMN37797102	BB11	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	ACB	African Caribbean in Barbados
		HG01969	HG01969_mat_hprc_r2_v1.0.1.fa.gz	901018924	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz	SAMN37797103	PEL023	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01969	HG01969_pat_hprc_r2_v1.0.1.fa.gz	902014262	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz	SAMN37797103	PEL023	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01975	HG01975_mat_hprc_r2_v1.0.1.fa.gz	901567006	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_mat_hprc_r2_v1.0.1.fa.gz	SAMN33621947	PEL25	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01975	HG01975_pat_hprc_r2_v1.0.1.fa.gz	898918076	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_pat_hprc_r2_v1.0.1.fa.gz	SAMN33621947	PEL25	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01978	HG01978.maternal.f1_assembly_v2_genbank.fa.gz	876034563	1	maternal	s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/HG01978.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861662	PEL26	N/A	94c18d5b4470a8c6baaa7f62b0683f19c0014b2153c4276ab44532d10a5ead7f	PEL	Peruvian in Lima, Peru
		HG01978	HG01978_mat_hprc_r2_v1.1.0.fa.gz	901220496	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz	SAMN17861662	PEL26	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01978	HG01978.paternal.f1_assembly_v2_genbank.fa.gz	878440726	1	paternal	s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/HG01978.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861662	PEL26	N/A	9f74231668c0295afc07ced515b987430c042ca5bb04be162c67fb09aa8e88ee	PEL	Peruvian in Lima, Peru
		HG01978	HG01978_pat_hprc_r2_v1.1.0.fa.gz	904535828	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz	SAMN17861662	PEL26	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01981	HG01981_mat_hprc_r2_v1.0.1.fa.gz	902221811	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01981/assemblies/freeze_2/HG01981_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237500	PEL27	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01981/assemblies/freeze_2/HG01981_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01981	HG01981_pat_hprc_r2_v1.0.1.fa.gz	903722153	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01981/assemblies/freeze_2/HG01981_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237500	PEL27	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01981/assemblies/freeze_2/HG01981_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01993	HG01993_mat_hprc_r2_v1.0.1.fa.gz	901340636	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01993/assemblies/freeze_2/HG01993_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237501	PEL29	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01993/assemblies/freeze_2/HG01993_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG01993	HG01993_pat_hprc_r2_v1.0.1.fa.gz	902299870	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01993/assemblies/freeze_2/HG01993_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237501	PEL29	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01993/assemblies/freeze_2/HG01993_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG02004	HG02004_mat_hprc_r2_v1.0.1.fa.gz	900365376	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02004/assemblies/freeze_2/HG02004_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237502	PEL33	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02004/assemblies/freeze_2/HG02004_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG02004	HG02004_pat_hprc_r2_v1.0.1.fa.gz	900670497	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02004/assemblies/freeze_2/HG02004_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237502	PEL33	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02004/assemblies/freeze_2/HG02004_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PEL	Peruvian in Lima, Peru
		HG02015	HG02015_mat_hprc_r2_v1.0.1.fa.gz	902992463	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_mat_hprc_r2_v1.0.1.fa.gz	SAMN33621948	VN046	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02015	HG02015_pat_hprc_r2_v1.0.1.fa.gz	863063437	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_pat_hprc_r2_v1.0.1.fa.gz	SAMN33621948	VN046	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02027	HG02027_mat_hprc_r2_v1.0.1.fa.gz	901487783	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02027/assemblies/freeze_2/HG02027_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237503	VN050	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02027/assemblies/freeze_2/HG02027_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02027	HG02027_pat_hprc_r2_v1.0.1.fa.gz	869512644	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02027/assemblies/freeze_2/HG02027_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237503	VN050	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02027/assemblies/freeze_2/HG02027_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02040	HG02040_hap2_hprc_r2_v1.0.1.fa.gz	902004998	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758784	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02040	HG02040_hap1_hprc_r2_v1.0.1.fa.gz	866450311	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758784	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02055	HG02055.maternal.f1_assembly_v2_genbank.fa.gz	873220732	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/HG02055.maternal.f1_assembly_v2_genbank.fa.gz	SAMN12162856	Unspecified	N/A	769b69075228a32ce5933ffa03fcdb89ed16737688979369868b00dc8db920cf	ACB	African Caribbean in Barbados
		HG02055	HG02055_mat_hprc_r2_v1.0.1.fa.gz	901653087	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02055/assemblies/freeze_2/HG02055_mat_hprc_r2_v1.0.1.fa.gz	SAMN12162856	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02055/assemblies/freeze_2/HG02055_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	ACB	African Caribbean in Barbados
		HG02055	HG02055.paternal.f1_assembly_v2_genbank.fa.gz	842793165	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/HG02055.paternal.f1_assembly_v2_genbank.fa.gz	SAMN12162856	Unspecified	N/A	82c22f2e036f932ee9250b4ede482e60862bbacf191c1621c83ac887c165715e	ACB	African Caribbean in Barbados
		HG02055	HG02055_pat_hprc_r2_v1.0.1.fa.gz	870547519	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02055/assemblies/freeze_2/HG02055_pat_hprc_r2_v1.0.1.fa.gz	SAMN12162856	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02055/assemblies/freeze_2/HG02055_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	ACB	African Caribbean in Barbados
		HG02056	HG02056_mat_hprc_r2_v1.0.1.fa.gz	897749989	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_mat_hprc_r2_v1.0.1.fa.gz	SAMN33621949	VN060	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02056	HG02056_pat_hprc_r2_v1.0.1.fa.gz	867142685	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_pat_hprc_r2_v1.0.1.fa.gz	SAMN33621949	VN060	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02071	HG02071_mat_hprc_r2_v1.0.1.fa.gz	900609067	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz	SAMN26267380	VN065	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02071	HG02071_pat_hprc_r2_v1.0.1.fa.gz	864957656	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz	SAMN26267380	VN065	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02074	HG02074_mat_hprc_r2_v1.0.1.fa.gz	901658633	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz	SAMN26267381	VN066	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02074	HG02074_pat_hprc_r2_v1.0.1.fa.gz	867679205	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz	SAMN26267381	VN066	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02080	HG02080.maternal.f1_assembly_v2_genbank.fa.gz	874824117	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/HG02080.maternal.f1_assembly_v2_genbank.fa.gz	SAMN13957942	Unspecified	N/A	d48a5052a29556cca10b4d90c839bd22ec818882baa9a676a1d68814f15b3be0	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02080	HG02080_mat_hprc_r2_v1.0.1.fa.gz	902479118	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02080/assemblies/freeze_2/HG02080_mat_hprc_r2_v1.0.1.fa.gz	SAMN13957942	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02080/assemblies/freeze_2/HG02080_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02080	HG02080.paternal.f1_assembly_v2_genbank.fa.gz	873821577	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/HG02080.paternal.f1_assembly_v2_genbank.fa.gz	SAMN13957942	Unspecified	N/A	d801ec8ddf2522f71e013a7d04de9822936535a0e3975c7c676cb52eff3c6189	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02080	HG02080_pat_hprc_r2_v1.0.1.fa.gz	901137259	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02080/assemblies/freeze_2/HG02080_pat_hprc_r2_v1.0.1.fa.gz	SAMN13957942	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02080/assemblies/freeze_2/HG02080_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02083	HG02083_mat_hprc_r2_v1.0.1.fa.gz	900016095	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237504	VN069	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02083	HG02083_pat_hprc_r2_v1.0.1.fa.gz	868510950	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237504	VN069	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	KHV	Kinh in Ho Chi Minh City, Vietnam
		HG02109	HG02109.maternal.f1_assembly_v2_genbank.fa.gz	875110433	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/HG02109.maternal.f1_assembly_v2_genbank.fa.gz	SAMN13958415	Unspecified	N/A	1367b63eb84facbc32063513bf9dd8211065ce925c03e739378be9a386649522	ACB	African Caribbean in Barbados
		HG02109	HG02109_mat_hprc_r2_v1.0.1.fa.gz	902294695	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02109/assemblies/freeze_2/HG02109_mat_hprc_r2_v1.0.1.fa.gz	SAMN13958415	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02109/assemblies/freeze_2/HG02109_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	ACB	African Caribbean in Barbados
